"No.","Time","Source","Destination","Protocol","Length","Info"
"160","7.967144","142.250.193.142","192.168.31.102","TLSv1.3","1016","Application Data, Application Data"
"161","7.967144","142.250.193.142","192.168.31.102","QUIC","71","Protected Payload (KP0)"
"162","8.006582","192.168.31.102","142.250.193.142","TCP","54","53121  >  443 [ACK] Seq=1865 Ack=8858 Win=64512 Len=0"
"163","8.180198","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"164","8.305359","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"165","8.408377","142.250.193.142","192.168.31.102","QUIC","70","Protected Payload (KP0)"
"166","8.445048","142.250.193.142","192.168.31.102","QUIC","71","Protected Payload (KP0)"
"167","8.645356","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"168","8.689612","192.168.31.102","192.168.31.1","DNS","75","Standard query 0xffbb A docs.google.com"
"169","8.689727","192.168.31.102","192.168.31.1","DNS","75","Standard query 0xce76 HTTPS docs.google.com"
"170","8.883818","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"171","8.920567","192.168.31.1","192.168.31.102","DNS","91","Standard query response 0xffbb A docs.google.com A 142.250.193.142"
"172","8.920567","192.168.31.1","192.168.31.102","DNS","125","Standard query response 0xce76 HTTPS docs.google.com SOA ns1.google.com"
"173","8.920567","142.250.193.142","192.168.31.102","QUIC","71","Protected Payload (KP0)"
"174","8.921585","192.168.31.102","142.250.193.142","QUIC","1292","Initial, DCID=d3b7b9db178bcb0e, PKN: 1, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PING"
"175","8.921628","192.168.31.102","142.250.193.142","QUIC","1292","Initial, DCID=d3b7b9db178bcb0e, PKN: 2, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO"
"176","8.922736","192.168.31.102","142.250.193.142","QUIC","124","0-RTT, DCID=d3b7b9db178bcb0e"
"177","8.922893","192.168.31.102","142.250.193.142","QUIC","1288","0-RTT, DCID=d3b7b9db178bcb0e"
"178","8.922941","192.168.31.102","142.250.193.142","QUIC","1292","0-RTT, DCID=d3b7b9db178bcb0e"
"179","8.922963","192.168.31.102","142.250.193.142","QUIC","270","0-RTT, DCID=d3b7b9db178bcb0e"
"180","8.955546","142.250.193.142","192.168.31.102","QUIC","73","Protected Payload (KP0)"
"181","9.027888","142.250.193.142","192.168.31.102","QUIC","82","Initial, SCID=f3b7b9db178bcb0e, PKN: 1, ACK"
"182","9.027888","142.250.193.142","192.168.31.102","QUIC","1292","Initial, SCID=f3b7b9db178bcb0e, PKN: 2, ACK, PADDING"
"183","9.027888","142.250.193.142","192.168.31.102","QUIC","1292","Initial, SCID=f3b7b9db178bcb0e, PKN: 3, CRYPTO, PADDING"
"184","9.027888","142.250.193.142","192.168.31.102","QUIC","342","Protected Payload (KP0)"
"185","9.028474","192.168.31.102","142.250.193.142","QUIC","120","Handshake, DCID=f3b7b9db178bcb0e"
"186","9.031906","142.250.193.142","192.168.31.102","QUIC","986","Protected Payload (KP0)"
"187","9.031906","142.250.193.142","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"188","9.032055","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"189","9.054258","142.250.193.142","192.168.31.102","QUIC","162","Protected Payload (KP0)"
"190","9.054258","142.250.193.142","192.168.31.102","QUIC","64","Protected Payload (KP0)"
"191","9.054458","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"192","9.156779","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"193","9.262086","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"194","9.386591","142.250.193.142","192.168.31.102","QUIC","73","Protected Payload (KP0)"
"195","9.386591","142.250.193.142","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"196","9.386591","142.250.193.142","192.168.31.102","QUIC","408","Protected Payload (KP0)"
"197","9.386999","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"198","9.528502","142.250.193.142","192.168.31.102","QUIC","1051","Protected Payload (KP0)"
"199","9.528502","142.250.193.142","192.168.31.102","QUIC","76","Protected Payload (KP0)"
"200","9.528502","142.250.193.142","192.168.31.102","QUIC","163","Protected Payload (KP0)"
"201","9.528758","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"202","9.528980","142.250.193.142","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"203","9.529251","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"204","9.554920","142.250.193.142","192.168.31.102","QUIC","65","Protected Payload (KP0)"
"205","9.554920","142.250.193.142","192.168.31.102","QUIC","65","Protected Payload (KP0)"
"206","9.554920","142.250.193.142","192.168.31.102","QUIC","1051","Protected Payload (KP0)"
"207","9.555215","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"208","9.602296","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"209","9.679556","142.250.193.142","192.168.31.102","QUIC","73","Protected Payload (KP0)"
"210","9.796464","CloudNetwork_e8:44:9b","AzureWaveTec_b2:79:a7","ARP","42","Who has 192.168.31.102? Tell 192.168.31.1"
"211","9.796484","AzureWaveTec_b2:79:a7","CloudNetwork_e8:44:9b","ARP","42","192.168.31.102 is at 10:68:38:b2:79:a7"
"212","9.886690","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"213","9.944033","142.250.193.142","192.168.31.102","QUIC","73","Protected Payload (KP0)"
"214","10.156404","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"215","10.437997","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"216","10.558804","142.250.193.142","192.168.31.102","QUIC","75","Protected Payload (KP0)"
"217","10.972960","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"218","11.057782","142.250.193.142","192.168.31.102","QUIC","75","Protected Payload (KP0)"
"219","11.872947","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"220","11.915085","142.250.193.142","192.168.31.102","QUIC","75","Protected Payload (KP0)"
"221","12.166957","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"222","12.167029","142.250.193.142","192.168.31.102","QUIC","584","Protected Payload (KP0)"
"223","12.167044","142.250.193.142","192.168.31.102","QUIC","180","Protected Payload (KP0)"
"224","12.167179","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"225","12.167250","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"226","12.167285","192.168.31.102","142.250.193.142","QUIC","79","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"227","12.253965","142.250.193.142","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"228","12.253965","142.250.193.142","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"229","12.253965","142.250.193.142","192.168.31.102","QUIC","481","Protected Payload (KP0)"
"230","12.254351","192.168.31.102","142.250.193.142","QUIC","81","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"231","12.254440","192.168.31.102","142.250.193.142","QUIC","81","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"232","12.254537","192.168.31.102","142.250.193.142","QUIC","85","Protected Payload (KP0), DCID=f93a2f32dc40a969"
"233","12.280280","192.168.31.102","192.168.31.1","DNS","76","Standard query 0x26ce A drive.google.com"
"234","12.280404","192.168.31.102","192.168.31.1","DNS","76","Standard query 0x13fb HTTPS drive.google.com"
"235","12.288828","192.168.31.1","192.168.31.102","DNS","92","Standard query response 0x26ce A drive.google.com A 142.250.193.142"
"236","12.295474","192.168.31.102","142.250.193.142","QUIC","1066","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"237","12.295618","192.168.31.102","142.250.193.142","QUIC","176","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"238","12.299201","192.168.31.1","192.168.31.102","DNS","126","Standard query response 0x13fb HTTPS drive.google.com SOA ns1.google.com"
"239","12.374259","142.250.193.142","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"240","12.374259","142.250.193.142","192.168.31.102","QUIC","66","Protected Payload (KP0)"
"241","12.374259","142.250.193.142","192.168.31.102","QUIC","70","Protected Payload (KP0)"
"242","12.411360","192.168.31.102","142.250.193.142","QUIC","74","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"243","12.578918","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"244","12.666235","142.250.193.142","192.168.31.102","QUIC","444","Protected Payload (KP0)"
"245","12.666235","142.250.193.142","192.168.31.102","QUIC","673","Protected Payload (KP0)"
"246","12.666235","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"247","12.666235","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"248","12.666235","142.250.193.142","192.168.31.102","QUIC","76","Protected Payload (KP0)"
"249","12.666471","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"250","12.666542","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"251","12.666591","142.250.193.142","192.168.31.102","QUIC","267","Protected Payload (KP0)"
"252","12.666618","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"253","12.666736","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"254","12.666792","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"255","12.745974","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"256","12.745974","142.250.193.142","192.168.31.102","QUIC","1018","Protected Payload (KP0)"
"257","12.745974","142.250.193.142","192.168.31.102","QUIC","142","Protected Payload (KP0)"
"258","12.745974","142.250.193.142","192.168.31.102","QUIC","1287","Protected Payload (KP0)"
"259","12.746290","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"260","12.746402","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"261","12.746402","142.250.193.142","192.168.31.102","QUIC","559","Protected Payload (KP0)"
"262","12.746402","142.250.193.142","192.168.31.102","QUIC","1253","Protected Payload (KP0)"
"263","12.746402","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"264","12.746422","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"265","12.746492","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"266","12.746552","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"267","12.746599","192.168.31.102","142.250.193.142","QUIC","73","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"268","12.779363","142.250.193.142","192.168.31.102","QUIC","1286","Protected Payload (KP0)"
"269","12.779363","142.250.193.142","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"270","12.779363","142.250.193.142","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"271","12.779363","142.250.193.142","192.168.31.102","QUIC","65","Protected Payload (KP0)"
"272","12.812037","192.168.31.102","142.250.193.142","QUIC","74","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"273","13.004481","142.250.193.142","192.168.31.102","QUIC","63","Protected Payload (KP0)"
"274","13.004690","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"275","13.035521","192.168.31.102","192.168.31.1","DNS","87","Standard query 0x1880 A safebrowsing.googleapis.com"
"276","13.035678","192.168.31.102","192.168.31.1","DNS","87","Standard query 0x5f2a HTTPS safebrowsing.googleapis.com"
"277","13.041766","192.168.31.102","192.168.31.1","DNS","68","Standard query 0x55c7 A wpad.lan"
"278","13.324872","192.168.31.1","192.168.31.102","DNS","68","Standard query response 0x55c7 No such name A wpad.lan"
"279","13.324937","192.168.31.1","192.168.31.102","DNS","144","Standard query response 0x5f2a HTTPS safebrowsing.googleapis.com SOA ns1.google.com"
"280","13.324957","192.168.31.1","192.168.31.102","DNS","103","Standard query response 0x1880 A safebrowsing.googleapis.com A 142.250.182.106"
"281","13.325852","192.168.31.102","142.250.182.106","QUIC","1292","Initial, DCID=421a24d2e6d997fb, PKN: 1, PING, CRYPTO, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, PING, CRYPTO, CRYPTO, PING, PADDING, PING, CRYPTO"
"282","13.325903","192.168.31.102","142.250.182.106","QUIC","1292","Initial, DCID=421a24d2e6d997fb, PKN: 2, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, PING, PING, CRYPTO, PING, PING, PADDING, PING, PING, CRYPTO"
"283","13.326903","192.168.31.102","142.250.182.106","QUIC","121","0-RTT, DCID=421a24d2e6d997fb"
"284","13.327060","192.168.31.102","142.250.182.106","QUIC","956","0-RTT, DCID=421a24d2e6d997fb"
"285","13.422182","192.168.31.102","142.250.182.106","QUIC","1292","Initial, DCID=421a24d2e6d997fb, PKN: 6, CRYPTO, PING, PADDING, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PADDING, CRYPTO, PING, PING, PING, PING"
"286","13.422266","192.168.31.102","142.250.182.106","QUIC","1292","Initial, DCID=421a24d2e6d997fb, PKN: 7, PADDING, CRYPTO, CRYPTO, PING, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING, PING, PADDING, PING, CRYPTO, CRYPTO, CRYPTO"
"287","13.472560","142.250.193.142","192.168.31.102","QUIC","63","Protected Payload (KP0)"
"288","13.472772","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"289","13.498499","142.250.182.106","192.168.31.102","QUIC","82","Initial, SCID=e21a24d2e6d997fb, PKN: 1, ACK"
"290","13.498499","142.250.182.106","192.168.31.102","QUIC","1292","Initial, SCID=e21a24d2e6d997fb, PKN: 2, ACK, PADDING"
"291","13.498499","142.250.182.106","192.168.31.102","QUIC","1292","Initial, SCID=e21a24d2e6d997fb, PKN: 3, ACK, PADDING"
"292","13.498937","142.250.182.106","192.168.31.102","QUIC","1292","Initial, SCID=e21a24d2e6d997fb, PKN: 4, ACK, PADDING"
"293","13.646570","142.250.182.106","192.168.31.102","QUIC","1292","Initial, SCID=e21a24d2e6d997fb, PKN: 5, CRYPTO, PADDING"
"294","13.646570","142.250.182.106","192.168.31.102","QUIC","338","Protected Payload (KP0)"
"295","13.646570","142.250.182.106","192.168.31.102","QUIC","996","Protected Payload (KP0)"
"296","13.646570","142.250.182.106","192.168.31.102","QUIC","79","Protected Payload (KP0)"
"297","13.646570","142.250.182.106","192.168.31.102","QUIC","66","Protected Payload (KP0)"
"298","13.647299","192.168.31.102","142.250.182.106","QUIC","120","Handshake, DCID=e21a24d2e6d997fb"
"299","13.647393","192.168.31.102","142.250.182.106","QUIC","73","Protected Payload (KP0), DCID=e21a24d2e6d997fb"
"300","13.647780","142.250.182.106","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"301","13.647989","192.168.31.102","142.250.182.106","QUIC","77","Protected Payload (KP0), DCID=e21a24d2e6d997fb"
"302","13.649470","142.250.182.106","192.168.31.102","QUIC","1114","Protected Payload (KP0)"
"303","13.649470","142.250.182.106","192.168.31.102","QUIC","1292","Initial, SCID=e21a24d2e6d997fb, PKN: 14, CRYPTO, PADDING"
"304","13.674227","142.250.182.106","192.168.31.102","QUIC","162","Protected Payload (KP0)"
"305","13.674461","192.168.31.102","142.250.182.106","QUIC","75","Protected Payload (KP0), DCID=e21a24d2e6d997fb"
"306","13.685958","142.250.182.106","192.168.31.102","QUIC","65","Protected Payload (KP0)"
"307","15.300092","192.168.31.102","142.250.193.142","QUIC","414","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"308","15.550555","142.250.193.142","192.168.31.102","QUIC","70","Protected Payload (KP0)"
"309","15.579834","192.168.31.102","142.250.193.142","QUIC","74","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"310","15.755913","192.168.31.102","142.250.193.142","QUIC","71","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"311","15.836117","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"312","15.840860","142.250.193.142","192.168.31.102","QUIC","1141","Protected Payload (KP0)"
"313","15.841135","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"314","15.906525","192.168.31.102","172.217.26.46","UDP","1286","60486  >  443 Len=1244"
"315","15.906587","192.168.31.102","172.217.26.46","UDP","686","60486  >  443 Len=644"
"316","15.968114","142.250.193.142","192.168.31.102","QUIC","1185","Protected Payload (KP0)"
"317","15.968198","142.250.193.142","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"318","15.968216","142.250.193.142","192.168.31.102","QUIC","565","Protected Payload (KP0)"
"319","15.968229","142.250.193.142","192.168.31.102","QUIC","76","Protected Payload (KP0)"
"320","15.968239","142.250.193.142","192.168.31.102","QUIC","286","Protected Payload (KP0)"
"321","15.968392","192.168.31.102","142.250.193.142","QUIC","75","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"322","15.968460","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"323","15.968491","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"324","15.968522","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"325","15.968574","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"326","16.066211","142.250.193.142","192.168.31.102","QUIC","1281","Protected Payload (KP0)"
"327","16.066211","142.250.193.142","192.168.31.102","QUIC","1287","Protected Payload (KP0)"
"328","16.066449","192.168.31.102","142.250.193.142","QUIC","77","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"329","16.066590","192.168.31.102","172.217.26.46","UDP","1286","60486  >  443 Len=1244"
"330","16.093148","192.168.31.102","142.250.193.142","QUIC","78","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"331","16.124051","172.217.26.46","192.168.31.102","UDP","110","443  >  60486 Len=68"
"332","16.124116","172.217.26.46","192.168.31.102","UDP","63","443  >  60486 Len=21"
"333","16.124129","172.217.26.46","192.168.31.102","UDP","67","443  >  60486 Len=25"
"334","16.124373","192.168.31.102","172.217.26.46","UDP","80","60486  >  443 Len=38"
"335","16.124437","192.168.31.102","172.217.26.46","UDP","76","60486  >  443 Len=34"
"336","16.124528","192.168.31.102","142.250.193.142","QUIC","72","Protected Payload (KP0), DCID=f3b7b9db178bcb0e"
"337","16.204314","172.217.26.46","192.168.31.102","UDP","64","443  >  60486 Len=22"
"338","16.204567","192.168.31.102","172.217.26.46","UDP","78","60486  >  443 Len=36"
"339","16.229751","142.250.193.142","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"340","16.280567","192.168.31.102","172.217.26.46","UDP","72","60486  >  443 Len=30"
"341","16.310013","172.217.26.46","192.168.31.102","UDP","71","443  >  60486 Len=29"
"342","16.310219","192.168.31.102","172.217.26.46","UDP","76","60486  >  443 Len=34"
"343","16.499067","192.168.31.102","172.217.26.46","UDP","71","60486  >  443 Len=29"
"344","16.733083","172.217.26.46","192.168.31.102","UDP","70","443  >  60486 Len=28"
"345","16.908928","192.168.31.102","172.217.26.46","UDP","1020","60486  >  443 Len=978"
"346","16.972006","172.217.26.46","192.168.31.102","UDP","74","443  >  60486 Len=32"
"347","16.972651","192.168.31.102","172.217.26.46","UDP","76","60486  >  443 Len=34"
"348","17.060118","172.217.26.46","192.168.31.102","UDP","108","443  >  60486 Len=66"
"349","17.060366","192.168.31.102","172.217.26.46","UDP","80","60486  >  443 Len=38"
"350","17.064767","172.217.26.46","192.168.31.102","UDP","63","443  >  60486 Len=21"
"351","17.064943","192.168.31.102","172.217.26.46","UDP","76","60486  >  443 Len=34"
"352","17.328942","192.168.31.102","172.217.26.46","UDP","72","60486  >  443 Len=30"
"353","17.569897","172.217.26.46","192.168.31.102","UDP","68","443  >  60486 Len=26"
"354","19.251145","fe80::16ac:60ff:fee8:449b","ff02::1:ffbc:9456","ICMPv6","86","Neighbor Solicitation for 2409:40d0:2df:fa0b:7d3b:efa9:f6bc:9456 from 14:ac:60:e8:44:9b"
"355","20.274729","fe80::16ac:60ff:fee8:449b","ff02::1:ffbc:9456","ICMPv6","86","Neighbor Solicitation for 2409:40d0:2df:fa0b:7d3b:efa9:f6bc:9456 from 14:ac:60:e8:44:9b"
"356","21.501216","192.168.31.102","204.79.197.222","TCP","54","59395  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"357","21.501468","192.168.31.102","204.79.197.254","TCP","54","59398  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"358","21.501604","192.168.31.102","131.253.33.254","TCP","54","59397  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"359","21.527812","204.79.197.222","192.168.31.102","TCP","56","443  >  59395 [ACK] Seq=1 Ack=2 Win=16383 Len=2"
"360","21.529216","204.79.197.222","192.168.31.102","TCP","54","[TCP Retransmission] 443  >  59395 [FIN, ACK] Seq=1 Ack=2 Win=16383 Len=0"
"361","21.529216","204.79.197.254","192.168.31.102","TCP","54","443  >  59398 [ACK] Seq=1 Ack=2 Win=16385 Len=0"
"362","21.529216","204.79.197.254","192.168.31.102","TCP","54","443  >  59398 [FIN, ACK] Seq=1 Ack=2 Win=16385 Len=0"
"363","21.529274","192.168.31.102","204.79.197.222","TCP","54","59395  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"364","21.529327","192.168.31.102","204.79.197.254","TCP","54","59398  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"365","21.635860","131.253.33.254","192.168.31.102","TCP","54","443  >  59397 [ACK] Seq=1 Ack=2 Win=16385 Len=0"
"366","21.635860","131.253.33.254","192.168.31.102","TCP","54","443  >  59397 [FIN, ACK] Seq=1 Ack=2 Win=16385 Len=0"
"367","21.635912","192.168.31.102","131.253.33.254","TCP","54","59397  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"368","23.470703","fe80::16ac:60ff:fee8:449b","ff02::1","ICMPv6","150","Router Advertisement from 14:ac:60:e8:44:9b"
"369","24.043033","fe80::16ac:60ff:fee8:449b","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"370","24.902460","fe80::16ac:60ff:fee8:449b","ff02::16","ICMPv6","170","Multicast Listener Report Message v2"
"371","27.338068","192.168.31.102","192.168.31.1","DNS","75","Standard query 0xc121 A ssl.gstatic.com"
"372","27.338238","192.168.31.102","192.168.31.1","DNS","75","Standard query 0xdd83 HTTPS ssl.gstatic.com"
"373","27.346465","192.168.31.1","192.168.31.102","DNS","91","Standard query response 0xc121 A ssl.gstatic.com A 172.217.167.227"
"374","27.362835","192.168.31.102","172.217.167.227","QUIC","1292","Initial, DCID=27603d2f608d2237, PKN: 1, PADDING, PING, PADDING, CRYPTO, PADDING, PING, CRYPTO, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO"
"375","27.362889","192.168.31.102","172.217.167.227","QUIC","1292","Initial, DCID=27603d2f608d2237, PKN: 2, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING"
"376","27.364466","192.168.31.1","192.168.31.102","DNS","132","Standard query response 0xdd83 HTTPS ssl.gstatic.com SOA ns1.google.com"
"377","27.407702","192.168.31.102","142.251.43.170","QUIC","164","Protected Payload (KP0), DCID=eeb97b3a32111994"
"378","27.414764","172.217.167.227","192.168.31.102","QUIC","82","Initial, SCID=e7603d2f608d2237, PKN: 1, ACK"
"379","27.414764","172.217.167.227","192.168.31.102","QUIC","1292","Initial, SCID=e7603d2f608d2237, PKN: 2, ACK, PADDING"
"380","27.414764","172.217.167.227","192.168.31.102","QUIC","1292","Initial, SCID=e7603d2f608d2237, PKN: 3, CRYPTO, PADDING"
"381","27.414764","172.217.167.227","192.168.31.102","QUIC","1292","Initial, SCID=e7603d2f608d2237, PKN: 4, CRYPTO, PADDING"
"382","27.414764","172.217.167.227","192.168.31.102","QUIC","1252","Protected Payload (KP0)"
"383","27.414764","172.217.167.227","192.168.31.102","QUIC","1292","Handshake, SCID=e7603d2f608d2237"
"384","27.414764","172.217.167.227","192.168.31.102","QUIC","1292","Handshake, SCID=e7603d2f608d2237"
"385","27.415294","192.168.31.102","172.217.167.227","QUIC","1292","Initial, DCID=e7603d2f608d2237, PKN: 3, ACK, PADDING"
"386","27.415387","192.168.31.102","172.217.167.227","QUIC","83","Handshake, DCID=e7603d2f608d2237"
"387","27.415885","192.168.31.102","172.217.167.227","QUIC","206","Protected Payload (KP0), DCID=e7603d2f608d2237"
"388","27.416123","192.168.31.102","172.217.167.227","TCP","66","55678  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM"
"389","27.416270","192.168.31.102","172.217.167.227","QUIC","595","Protected Payload (KP0), DCID=e7603d2f608d2237"
"390","27.416348","192.168.31.102","172.217.167.227","QUIC","167","Protected Payload (KP0), DCID=e7603d2f608d2237"
"391","27.459322","172.217.167.227","192.168.31.102","QUIC","987","Protected Payload (KP0)"
"392","27.459322","172.217.167.227","192.168.31.102","QUIC","163","Protected Payload (KP0)"
"393","27.459322","172.217.167.227","192.168.31.102","QUIC","67","Protected Payload (KP0)"
"394","27.459648","192.168.31.102","172.217.167.227","QUIC","73","Protected Payload (KP0), DCID=e7603d2f608d2237"
"395","27.459923","172.217.167.227","192.168.31.102","TCP","66","443  >  55678 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1282 SACK_PERM WS=256"
"396","27.460007","192.168.31.102","172.217.167.227","TCP","54","55678  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=0"
"397","27.460365","192.168.31.102","172.217.167.227","TCP","1336","55678  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1282 [TCP PDU reassembled in 398]"
"398","27.460365","192.168.31.102","172.217.167.227","TLSv1.2","497","Client Hello (SNI=ssl.gstatic.com)"
"399","27.467236","172.217.167.227","192.168.31.102","QUIC","70","Protected Payload (KP0)"
"400","27.467236","172.217.167.227","192.168.31.102","QUIC","1288","Protected Payload (KP0)"
"401","27.467236","172.217.167.227","192.168.31.102","QUIC","1292","Protected Payload (KP0)"
"402","27.467521","192.168.31.102","172.217.167.227","QUIC","77","Protected Payload (KP0), DCID=e7603d2f608d2237"
